latitude,longitude,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,number_of_reviews,price,is_entire,is_private,is_shared,dist_copacabana,dist_ipanema,dist_leblon,dist_cristo_redentor,dist_pao_de_acucar,dist_sdumont_airport,dist_min_praias_sul,dist_min_turistico,dist_media_praias_sul,has_wifi,has_ac,has_pool,has_beachfront,has_kitchen,has_parking,has_washer,amenities_count,amen_lux_abs,amen_lux_rel,geo_cluster,geo_cluster_mean_price,geo_cluster_0,geo_cluster_1,geo_cluster_2,geo_cluster_3,geo_cluster_4,geo_cluster_5,geo_cluster_6,geo_cluster_7,geo_cluster_8,geo_cluster_9,accommodates_per_bedroom,accommodates_per_bathroom,beds_per_bedroom,stay_span,has_reviews
-22.93238,-43.17482,4,1.0,1.0,2.0,1,365,49,104.0,0.0,1.0,0.0,4.371277,6.4699225,7.704194,4.249708,2.5869827,2.7228992,4.371277,2.5869827,6.1817985,1.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,-103.71046,0.8506578,1.0,478.42426,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,364.0,1.0
-22.928392,-43.371643,5,1.0,2.0,2.0,1,365,2,700.0,1.0,0.0,0.0,19.970598,18.152403,16.495203,16.70694,22.143158,21.451744,16.495203,16.70694,18.206068,1.0,0.0,0.0,0.0,1.0,1.0,1.0,35.0,-97.865654,0.8590743,8.0,525.6526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.5,5.0,1.0,364.0,1.0
-23.004972,-43.325394,2,1.5,1.0,2.0,3,20,4,380.0,1.0,0.0,0.0,15.134147,12.570646,10.700011,13.159375,18.398983,19.664875,10.700011,13.159375,12.801601,1.0,0.0,0.0,1.0,1.0,1.0,1.0,55.0,-69.58963,0.89979154,2.0,1144.7134,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.3333334,2.0,17.0,1.0
-22.9245,-43.22233,2,2.0,1.0,1.0,2,35,20,90.0,0.0,1.0,0.0,6.6132174,6.8123317,6.7943563,3.2787447,7.246156,6.2655506,6.6132174,3.2787447,6.739969,1.0,0.0,0.0,0.0,1.0,0.0,0.0,42.0,-93.95867,0.8647003,4.0,401.52313,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,33.0,1.0
-23.027996,-43.471573,1,1.0,1.0,1.0,1,365,0,300.0,0.0,1.0,0.0,30.287312,27.747353,25.874777,28.03197,33.444794,34.181293,25.874777,28.03197,27.969812,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,-95.57286,0.8623759,3.0,632.1213,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,364.0,0.0
-22.938301,-43.333866,8,2.0,3.0,5.0,3,90,45,304.0,1.0,0.0,0.0,15.951497,14.1418,12.510123,12.722429,18.196608,17.761616,12.510123,12.722429,14.20114,1.0,0.0,0.0,0.0,1.0,1.0,1.0,35.0,-87.03042,0.87467694,8.0,525.6526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.6666667,4.0,1.6666666,87.0,1.0
-22.98487,-43.199,4,1.0,1.0,1.0,2,365,64,500.0,1.0,0.0,0.0,2.3026776,0.61029416,2.4581406,3.850513,5.947947,9.059946,0.61029416,3.850513,1.7903708,1.0,1.0,1.0,0.0,1.0,0.0,1.0,39.0,-70.37847,0.8986556,6.0,681.2583,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,1.0,363.0,1.0
-22.969917,-43.39141,2,1.0,1.0,1.0,1,365,2,300.0,0.0,1.0,0.0,21.418867,19.164335,17.328499,18.630508,24.170296,24.297743,17.328499,18.630508,19.3039,1.0,1.0,1.0,0.0,1.0,0.0,1.0,50.0,-40.66863,0.94143754,0.0,784.8122,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,364.0,1.0
-22.97157,-43.38776,5,2.0,2.0,4.0,1,365,3,750.0,1.0,0.0,0.0,21.04472,18.777771,16.938755,18.27999,23.817492,23.989674,16.938755,18.27999,18.920416,1.0,1.0,1.0,0.0,1.0,1.0,1.0,13.0,118.61107,1.1707989,0.0,784.8122,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,2.0,364.0,1.0
-22.9653,-43.21605,5,2.0,3.0,4.0,2,10,7,675.0,1.0,0.0,0.0,3.5250475,2.3381908,2.3667364,1.5946913,6.380235,8.16496,2.3381908,1.5946913,2.743325,1.0,0.0,0.0,0.0,1.0,0.0,1.0,27.0,-18.16609,0.973841,5.0,1168.1151,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.6666666,2.5,1.3333334,8.0,1.0
-22.964699,-43.175472,6,1.0,1.0,3.0,2,60,50,207.0,1.0,0.0,0.0,0.99068725,3.6651552,5.392406,3.8585808,2.6564913,6.16911,0.99068725,2.6564913,3.349416,1.0,0.0,0.0,0.0,1.0,0.0,0.0,32.0,-113.836136,0.836077,6.0,681.2583,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,6.0,3.0,58.0,1.0
-22.98483,-43.21555,1,1.0,1.0,1.0,2,365,46,150.0,0.0,1.0,0.0,3.7399187,1.1089166,0.767423,3.6979694,7.277247,9.86609,0.767423,3.6979694,1.8720862,1.0,0.0,0.0,1.0,1.0,0.0,1.0,29.0,-1.1264915,0.99837786,5.0,1168.1151,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,363.0,1.0
-23.008888,-43.47385,6,2.5,3.0,4.0,2,30,36,681.0,1.0,0.0,0.0,30.14835,27.682608,25.806562,27.693872,33.176502,33.6484,25.806562,27.693872,27.879173,1.0,0.0,1.0,0.0,1.0,0.0,1.0,54.0,13.364468,1.0192447,3.0,632.1213,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.4,1.3333334,28.0,1.0
-22.977968,-43.229523,8,2.0,3.0,3.0,4,10,2,1150.0,1.0,0.0,0.0,4.9043975,2.6070805,1.0796999,3.4921844,8.167263,10.134573,1.0796999,3.4921844,2.863726,1.0,1.0,0.0,0.0,1.0,0.0,0.0,8.0,-36.148235,0.94794685,5.0,1168.1151,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.6666667,4.0,1.0,6.0,1.0
-23.0155,-43.45506,4,1.0,1.0,3.0,1,30,7,214.0,0.0,1.0,0.0,28.363087,25.85999,23.98407,26.014763,31.460867,32.095192,23.98407,26.014763,26.069048,1.0,1.0,0.0,1.0,1.0,0.0,0.0,42.0,-64.840385,0.9066304,3.0,632.1213,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,29.0,1.0
-22.984592,-43.22247,3,1.0,1.0,1.0,2,365,36,646.0,1.0,0.0,0.0,4.38685,1.8120016,0.12458984,3.8361518,7.8619637,10.247609,0.12458984,3.8361518,2.1078138,1.0,0.0,1.0,1.0,1.0,1.0,1.0,40.0,-19.318335,0.9721818,5.0,1168.1151,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,363.0,1.0
-22.97322,-43.1885,3,1.0,1.0,2.0,2,25,31,269.0,0.0,1.0,0.0,0.68670195,2.0289443,3.7905982,3.2701085,4.283821,7.4537816,0.68670195,3.2701085,2.1687481,1.0,0.0,0.0,1.0,1.0,0.0,1.0,38.0,-31.106558,0.9552068,6.0,681.2583,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,2.0,23.0,1.0
-22.94947,-43.16688,2,2.0,1.0,2.0,1,30,5,585.0,1.0,0.0,0.0,2.8714225,5.429066,7.010824,4.4745407,1.06949,4.361598,2.8714225,1.06949,5.1037707,1.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,54.242886,1.0781093,6.0,681.2583,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,29.0,1.0
-22.9676,-43.18407,6,2.0,3.0,4.0,3,365,64,357.0,1.0,0.0,0.0,0.43372253,2.7693048,4.459749,3.2203176,3.5392485,6.7130632,0.43372253,3.2203176,2.5542588,1.0,0.0,0.0,0.0,1.0,0.0,1.0,30.0,-107.97838,0.8445121,6.0,681.2583,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,1.3333334,362.0,1.0
-22.95245,-43.18652,2,1.0,1.0,1.0,4,4,2,250.0,0.0,1.0,0.0,2.120428,3.9369893,5.2474785,2.4561145,3.1066525,5.2549825,2.120428,2.4561145,3.7682984,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,-124.39589,0.820871,6.0,681.2583,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0
-22.93366,-43.17639,4,1.0,1.0,2.0,2,90,14,265.0,1.0,0.0,0.0,4.205427,6.2687964,7.491997,4.038984,2.6143198,2.9226694,4.205427,2.6143198,5.9887404,1.0,0.0,0.0,1.0,1.0,1.0,1.0,57.0,-38.186142,0.9450123,1.0,478.42426,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,88.0,1.0
-22.92701,-43.26264,3,1.0,1.0,2.0,1,365,14,181.0,1.0,0.0,0.0,9.585225,8.64108,7.675739,6.0138965,11.126212,10.360543,7.675739,6.0138965,8.634015,1.0,1.0,0.0,0.0,1.0,0.0,0.0,36.0,-80.52216,0.8840488,4.0,401.52313,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,364.0,1.0
-22.999,-43.24013,4,1.0,1.0,1.0,1,7,4,960.0,0.0,0.0,0.0,6.692585,4.00138,2.3010259,6.052296,10.24495,12.620042,2.3010259,6.052296,4.3316636,1.0,1.0,1.0,0.0,0.0,0.0,0.0,13.0,133.92633,1.1928527,5.0,1168.1151,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,6.0,1.0
-22.96704,-43.19079,4,1.0,2.0,2.0,2,365,5,380.0,0.0,1.0,0.0,0.98854136,2.3340561,3.8900309,2.6280398,4.0770288,6.9069476,0.98854136,2.6280398,2.4042094,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,-47.462833,0.9316539,6.0,681.2583,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,1.0,363.0,1.0
-22.96139,-43.17582,4,1.0,2.0,3.0,3,730,59,224.0,1.0,0.0,0.0,1.2619334,3.860247,5.529624,3.7042851,2.4493783,5.8175,1.2619334,2.4493783,3.5506012,1.0,1.0,0.0,0.0,1.0,0.0,0.0,27.0,-86.60825,0.87528485,6.0,681.2583,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,1.5,727.0,1.0
-22.968742,-43.182255,4,1.0,1.0,3.0,3,365,22,405.0,1.0,0.0,0.0,0.26228026,2.8385272,4.573173,3.4454186,3.4740524,6.7773194,0.26228026,3.4454186,2.5579937,1.0,0.0,0.0,0.0,1.0,0.0,0.0,41.0,-100.47217,0.85532093,6.0,681.2583,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,3.0,362.0,1.0
-22.97746,-43.19024,4,1.0,1.0,1.0,4,365,0,424.0,1.0,0.0,0.0,1.0851803,1.6394362,3.4736216,3.5185714,4.7301674,7.957772,1.0851803,3.5185714,2.0660794,1.0,1.0,0.0,1.0,1.0,0.0,1.0,33.0,-51.89834,0.92526686,6.0,681.2583,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,1.0,361.0,0.0
-22.984232,-43.1909,6,1.0,1.0,5.0,4,30,64,252.0,1.0,0.0,0.0,1.7104397,1.4246291,3.289477,4.117275,5.317819,8.689287,1.4246291,4.117275,2.1415155,1.0,0.0,0.0,0.0,1.0,0.0,0.0,39.0,-117.65779,0.8305738,6.0,681.2583,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,6.0,5.0,26.0,1.0
-22.92074,-43.17862,3,1.0,1.0,2.0,4,90,2,438.0,1.0,0.0,0.0,5.6117625,7.486106,8.524281,4.760555,3.8197854,1.9617857,5.6117625,3.8197854,7.2073827,1.0,1.0,0.0,1.0,1.0,0.0,1.0,40.0,-83.26343,0.8801014,1.0,478.42426,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,86.0,1.0
-22.91607,-43.1787,4,1.0,1.0,2.0,3,90,27,190.0,1.0,0.0,0.0,6.1295433,7.9703875,8.963791,5.1456695,4.253472,1.7176634,6.1295433,4.253472,7.6879067,1.0,1.0,0.0,0.0,1.0,0.0,0.0,12.0,-1.2991999,0.9981292,1.0,478.42426,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,87.0,1.0
-22.92455,-43.2306,2,1.0,1.0,1.0,1,90,6,250.0,0.0,1.0,0.0,7.1661267,7.0775394,6.832905,3.6722367,8.038186,7.09,6.832905,3.6722367,7.0255237,1.0,0.0,1.0,0.0,0.0,0.0,1.0,18.0,-40.485554,0.9417012,4.0,401.52313,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,89.0,1.0
-22.909737,-43.193085,2,1.0,1.0,2.0,1,30,9,232.0,1.0,0.0,0.0,6.9136734,8.300369,8.974594,5.0161467,5.7024884,3.0718493,6.9136734,5.0161467,8.062879,1.0,1.0,0.0,0.0,1.0,0.0,1.0,31.0,-88.152794,0.87306076,1.0,478.42426,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,29.0,1.0
-22.96674,-43.18236,4,1.0,1.0,2.0,4,365,2,500.0,1.0,0.0,0.0,0.48508653,2.9651585,4.659121,3.3202357,3.3420582,6.567843,0.48508653,3.3202357,2.703122,1.0,0.0,0.0,1.0,1.0,0.0,1.0,22.0,-99.625084,0.85654074,6.0,681.2583,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,2.0,361.0,1.0
-22.95598,-43.18177,2,1.0,1.0,2.0,1,31,45,120.0,0.0,1.0,0.0,1.6818436,3.8718717,5.3539557,2.9764533,2.7212577,5.416895,1.6818436,2.7212577,3.6358902,1.0,0.0,0.0,0.0,1.0,1.0,1.0,50.0,-91.746956,0.8678852,6.0,681.2583,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,30.0,1.0
-22.92605,-43.22072,2,1.0,1.0,1.0,1,365,25,141.0,0.0,1.0,0.0,6.375765,6.6036105,6.6257715,3.0589817,7.0302386,6.1525207,6.375765,3.0589817,6.5350494,1.0,0.0,0.0,0.0,1.0,0.0,1.0,36.0,-77.38334,0.88856864,4.0,401.52313,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,364.0,1.0
-22.97335,-43.19146,5,1.0,1.0,3.0,1,45,10,299.0,1.0,0.0,0.0,0.98063153,1.7785815,3.5041726,3.0804112,4.528846,7.578389,0.98063153,3.0804112,2.0877953,1.0,1.0,0.0,0.0,1.0,0.0,1.0,30.0,-68.8555,0.9008487,6.0,681.2583,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,3.0,44.0,1.0
-23.003384,-43.351795,5,2.5,3.0,4.0,4,60,6,800.0,1.0,0.0,0.0,17.72806,15.206616,13.331078,15.556542,20.907194,21.912928,13.331078,15.556542,15.421918,1.0,0.0,1.0,1.0,1.0,1.0,1.0,45.0,-16.08742,0.97683424,2.0,1144.7134,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666,2.0,1.3333334,56.0,1.0
-22.983227,-43.191875,2,1.0,1.0,1.0,1,365,2,393.0,0.0,1.0,0.0,1.6731635,1.3236481,3.1969824,3.9710748,5.302307,8.617371,1.3236481,3.9710748,2.064598,1.0,1.0,0.0,1.0,1.0,0.0,1.0,31.0,-39.720863,0.9428023,6.0,681.2583,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,364.0,1.0
-22.983337,-43.19306,2,1.0,1.0,1.0,4,365,39,212.0,1.0,0.0,0.0,1.757254,1.2020477,3.0750756,3.9252534,5.394781,8.671147,1.2020477,3.9252534,2.011459,1.0,0.0,0.0,0.0,1.0,0.0,0.0,28.0,-104.69819,0.84923553,6.0,681.2583,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,361.0,1.0
-22.934254,-43.17748,4,1.0,1.0,2.0,3,90,50,216.0,1.0,0.0,0.0,4.1256013,6.1590314,7.3702903,3.9094748,2.6625547,3.0337105,4.1256013,2.6625547,5.884974,1.0,0.0,0.0,0.0,1.0,1.0,1.0,48.0,-73.95466,0.89350593,1.0,478.42426,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,87.0,1.0
-23.00928,-43.31128,5,2.0,2.0,4.0,2,90,43,453.0,1.0,0.0,0.0,13.878295,11.266949,9.411935,12.130407,17.230574,18.73672,9.411935,12.130407,11.519059,1.0,0.0,1.0,0.0,1.0,0.0,1.0,73.0,-24.401924,0.96486145,2.0,1144.7134,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,2.0,88.0,1.0
-22.970633,-43.187786,2,1.0,1.0,1.0,3,120,10,288.0,1.0,0.0,0.0,0.57444155,2.2610862,3.9704378,3.121805,4.0463643,7.158692,0.57444155,3.121805,2.268655,1.0,1.0,0.0,0.0,1.0,0.0,0.0,32.0,-81.115585,0.88319427,6.0,681.2583,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,117.0,1.0
-22.937166,-43.183323,4,1.0,2.0,2.0,2,90,16,282.0,1.0,0.0,0.0,3.774926,5.6119075,6.7458816,3.2293456,3.0172203,3.6259792,3.774926,3.0172203,5.3775716,1.0,1.0,0.0,0.0,1.0,0.0,1.0,45.0,-80.628105,0.88389623,1.0,478.42426,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,88.0,1.0
-22.981388,-43.22479,5,1.5,2.0,1.0,2,60,62,486.0,1.0,0.0,0.0,4.5076547,2.0610545,0.50287354,3.5905364,7.8954706,10.109911,0.50287354,3.5905364,2.3571942,1.0,1.0,0.0,0.0,1.0,0.0,0.0,31.0,-75.66403,0.89104444,5.0,1168.1151,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.5,3.3333333,0.5,58.0,1.0
-22.96874,-43.18624,3,1.0,1.0,2.0,3,365,10,230.0,1.0,0.0,0.0,0.48983264,2.5180316,4.2043457,3.1106215,3.793052,6.9063344,0.48983264,3.1106215,2.40407,1.0,1.0,0.0,0.0,1.0,0.0,1.0,14.0,-39.094135,0.9437048,6.0,681.2583,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,2.0,362.0,1.0
-22.9836,-43.21003,4,1.0,1.0,1.0,2,365,7,270.0,1.0,0.0,0.0,3.1699998,0.5353841,1.3461982,3.5252075,6.7346416,9.452147,0.5353841,3.5252075,1.6838608,1.0,1.0,0.0,0.0,1.0,0.0,1.0,10.0,-3.870435,0.9944266,5.0,1168.1151,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,363.0,1.0
-22.97812,-43.19477,6,1.0,3.0,5.0,3,90,5,626.0,1.0,0.0,0.0,1.5050919,1.1939697,3.0071933,3.3307552,5.1257677,8.19874,1.1939697,3.3307552,1.902085,1.0,1.0,0.0,0.0,1.0,0.0,1.0,24.0,-26.409538,0.9619705,6.0,681.2583,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,6.0,1.6666666,87.0,1.0
-22.983473,-43.2187,4,1.0,1.0,1.0,2,90,59,564.0,1.0,0.0,0.0,3.981996,1.4231904,0.49956745,3.6096768,7.4675407,9.921406,0.49956745,3.6096768,1.9682513,1.0,1.0,1.0,0.0,1.0,0.0,1.0,24.0,-19.100939,0.97249484,5.0,1168.1151,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,88.0,1.0
-22.92934,-43.34183,2,1.0,0.0,2.0,2,180,39,126.0,1.0,0.0,0.0,16.991817,15.272568,13.680813,13.680215,19.096092,18.425589,13.680813,13.680215,15.315066,1.0,0.0,1.0,0.0,1.0,0.0,1.0,36.0,-50.814247,0.9268279,8.0,525.6526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,178.0,1.0
-22.98332,-43.22072,5,2.5,2.0,3.0,2,90,17,590.0,1.0,0.0,0.0,4.1709614,1.6299971,0.3445521,3.6471202,7.635924,10.027792,0.3445521,3.6471202,2.0485036,1.0,0.0,0.0,0.0,1.0,0.0,1.0,11.0,-14.887571,0.97856206,5.0,1168.1151,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.5,2.0,1.5,88.0,1.0
-22.979101,-43.190266,8,2.0,3.0,5.0,2,365,44,693.0,1.0,0.0,0.0,1.2138004,1.569731,3.4280195,3.666052,4.858497,8.129894,1.2138004,3.666052,2.0705168,1.0,0.0,0.0,0.0,1.0,0.0,1.0,43.0,-84.322815,0.87857586,6.0,681.2583,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.6666667,4.0,1.6666666,363.0,1.0
-22.92962,-43.37687,2,1.0,1.0,2.0,1,365,0,150.0,0.0,1.0,0.0,20.45954,18.612366,16.939514,17.215534,22.662666,21.997536,16.939514,17.215534,18.670473,1.0,1.0,1.0,1.0,0.0,1.0,0.0,21.0,25.554167,1.0367978,8.0,525.6526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,364.0,0.0
-22.92302,-43.18203,2,1.0,1.0,1.0,2,7,58,160.0,0.0,1.0,0.0,5.3462806,7.128243,8.125218,4.3372936,3.8469956,2.3933392,5.3462806,3.8469956,6.866581,1.0,0.0,1.0,0.0,1.0,0.0,0.0,27.0,-39.724865,0.9427965,1.0,478.42426,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,5.0,1.0
-22.96376,-43.16991,2,1.0,1.0,2.0,3,15,9,180.0,1.0,0.0,0.0,1.4997777,4.1982408,5.952948,4.360127,2.1914213,5.9742026,1.4997777,2.1914213,3.8836555,1.0,1.0,0.0,0.0,1.0,0.0,1.0,7.0,119.158875,1.1715877,6.0,681.2583,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,12.0,1.0
-22.962553,-43.173454,8,3.0,3.0,4.0,3,30,64,678.0,1.0,0.0,0.0,1.3057197,3.9717839,5.6829023,3.9737828,2.3431149,5.8953586,1.3057197,2.3431149,3.6534684,1.0,1.0,0.0,0.0,1.0,0.0,1.0,34.0,-73.82394,0.89369416,6.0,681.2583,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.6666667,2.6666667,1.3333334,27.0,1.0
-22.96494,-43.17317,2,2.5,1.0,1.0,1,365,0,290.0,0.0,1.0,0.0,1.1505871,3.8458579,5.594717,4.0879016,2.5091302,6.1516166,1.1505871,2.5091302,3.5303872,1.0,0.0,0.0,0.0,1.0,0.0,1.0,41.0,-64.987495,0.90641856,6.0,681.2583,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.8,1.0,364.0,0.0
-22.969938,-43.185013,2,1.0,1.0,1.0,2,15,3,270.0,0.0,1.0,0.0,0.3157765,2.5319188,4.260855,3.291142,3.7760909,6.990287,0.3157765,3.291142,2.3695168,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,-129.37163,0.813706,6.0,681.2583,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,13.0,1.0
-23.00559,-43.34054,4,1.0,1.0,2.0,2,365,10,414.0,1.0,0.0,0.0,16.655903,14.107803,12.234862,14.589775,19.884974,21.026087,12.234862,14.589775,14.332856,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.0,-39.91405,0.94252414,2.0,1144.7134,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,363.0,1.0
-22.96923,-43.18421,4,1.0,1.0,2.0,3,365,24,199.0,1.0,0.0,0.0,0.29254428,2.6450512,4.368346,3.3103878,3.6625226,6.8895125,0.29254428,3.3103878,2.435314,1.0,1.0,0.0,0.0,1.0,0.0,1.0,17.0,-56.11718,0.9191918,6.0,681.2583,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,2.0,362.0,1.0
-22.96455,-43.17785,4,1.5,2.0,2.0,3,365,56,436.0,1.0,0.0,0.0,0.853697,3.4783864,5.1810627,3.6268184,2.8290381,6.207765,0.853697,2.8290381,3.1710484,1.0,1.0,0.0,0.0,1.0,0.0,1.0,11.0,-34.602592,0.95017254,6.0,681.2583,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.6666667,1.0,362.0,1.0
-22.98529,-43.19792,2,1.0,1.0,1.0,4,60,7,369.0,1.0,0.0,0.0,2.2537606,0.7289263,2.5675833,3.9298396,5.899913,9.058555,0.7289263,3.9298396,1.85009,1.0,0.0,0.0,1.0,1.0,0.0,0.0,16.0,-58.30987,0.9160343,6.0,681.2583,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,56.0,1.0
-22.98196,-43.204277,6,2.5,3.0,4.0,4,90,59,700.0,1.0,0.0,0.0,2.562658,0.18994346,1.9587184,3.4027305,6.152605,9.005325,0.18994346,3.4027305,1.5704399,1.0,0.0,0.0,0.0,1.0,0.0,1.0,40.0,-91.17626,0.868707,6.0,681.2583,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.4,1.3333334,86.0,1.0
-22.96569,-43.18445,2,1.0,1.0,1.0,2,365,53,103.0,0.0,1.0,0.0,0.6441605,2.8820686,4.525074,3.076534,3.447582,6.525134,0.6441605,3.076534,2.6837676,1.0,0.0,0.0,1.0,1.0,0.0,0.0,48.0,-97.22198,0.8600012,6.0,681.2583,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,363.0,1.0
-23.00554,-43.34011,2,1.0,1.0,1.0,3,365,0,205.0,1.0,0.0,0.0,16.611794,14.063494,12.190573,14.547342,19.841492,20.985256,12.190573,14.547342,14.28862,1.0,1.0,1.0,1.0,0.0,0.0,1.0,25.0,-85.91918,0.87627715,2.0,1144.7134,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,362.0,0.0
